tokenized_quote,tags
"['you', 'see', 'cuckoos', 'are', 'parasites', 'they', 'lay', 'their', 'eggs', 'in', 'other', 'birds', 'nests', 'when', 'the', 'egg', 'hatches', 'the', 'baby', 'cuckoo', 'pushes', 'the', 'other', 'baby', 'birds', 'out', 'of', 'the', 'nest', 'the', 'poor', 'parent', 'birds', 'work', 'themselves', 'to', 'death', 'trying', 'to', 'find', 'enough', 'food', 'to', 'feed', 'the', 'enormous', 'cuckoo', 'child', 'who', 'has', 'murdered', 'their', 'babies', 'and', 'taken', 'their', 'placesenormous', 'said', 'jace', 'did', 'you', 'just', 'call', 'me', 'fatit', 'was', 'an', 'analogyi', 'am', 'not', 'fat']",['imposters']
"['learn', 'to', 'light', 'a', 'candle', 'in', 'the', 'darkest', 'moments', 'of', 'someoneâs', 'life', 'be', 'the', 'light', 'that', 'helps', 'others', 'see', 'it', 'is', 'what', 'gives', 'life', 'its', 'deepest', 'significance']","['giving', 'goals', 'goals-in-life', 'inspiration', 'inspirational', 'inspirational-quotes', 'learn', 'learning', 'life', 'life-quotes', 'light', 'light-and-darkness', 'living-life', 'meaning', 'meaning-of-life', 'meaningful', 'meaningful-life', 'wisdom', 'wise']"
"['well', 'nowif', 'little', 'by', 'little', 'you', 'stop', 'loving', 'mei', 'shall', 'stop', 'loving', 'youlittle', 'by', 'littleif', 'suddenly', 'you', 'forget', 'medo', 'not', 'look', 'for', 'mefor', 'i', 'shall', 'already', 'have', 'forgotten', 'youif', 'you', 'think', 'it', 'long', 'and', 'mad', 'the', 'wind', 'of', 'banners', 'that', 'passes', 'through', 'my', 'lifeand', 'you', 'decide', 'to', 'leave', 'me', 'at', 'the', 'shore', 'of', 'the', 'heart', 'where', 'i', 'have', 'rootsrememberthat', 'on', 'that', 'day', 'at', 'that', 'hour', 'i', 'shall', 'lift', 'my', 'armsand', 'my', 'roots', 'will', 'set', 'off', 'to', 'seek', 'another', 'land']","['forgetting', 'heartbreak', 'inspirational', 'living', 'love', 'moving-on']"
"['sanity', 'and', 'happiness', 'are', 'an', 'impossible', 'combination']","['happiness', 'sanity']"
"['we', 'have', 'to', 'allow', 'ourselves', 'to', 'be', 'loved', 'by', 'the', 'people', 'who', 'really', 'love', 'us', 'the', 'people', 'who', 'really', 'matter', 'too', 'much', 'of', 'the', 'time', 'we', 'are', 'blinded', 'by', 'our', 'own', 'pursuits', 'of', 'people', 'to', 'love', 'us', 'people', 'that', 'do', 'not', 'even', 'matter', 'while', 'all', 'that', 'time', 'we', 'waste', 'and', 'the', 'people', 'who', 'do', 'love', 'us', 'have', 'to', 'stand', 'on', 'the', 'sidewalk', 'and', 'watch', 'us', 'beg', 'in', 'the', 'streets', 'its', 'time', 'to', 'put', 'an', 'end', 'to', 'this', 'its', 'time', 'for', 'us', 'to', 'let', 'ourselves', 'be', 'loved']","['growing', 'humanity', 'inspirational', 'inspirational-life', 'inspirational-love', 'inspirational-quotes', 'learning', 'life-and-living', 'life-lessons', 'love', 'people', 'real-love', 'reality', 'reality-of-life', 'those-who-love-us', 'to-be-loved', 'true-love', 'what-matters']"
"['people', 'who', 'claim', 'that', 'they', 'are', 'evil', 'are', 'usually', 'no', 'worse', 'than', 'the', 'rest', 'of', 'us', 'its', 'people', 'who', 'claim', 'that', 'they', 'are', 'good', 'or', 'any', 'way', 'better', 'than', 'the', 'rest', 'of', 'us', 'that', 'you', 'have', 'to', 'be', 'wary', 'of']","['evil', 'good']"
"['the', 'reason', 'it', 'hurts', 'so', 'much', 'to', 'separate', 'is', 'because', 'our', 'souls', 'are', 'connected']","['hurt', 'sad', 'seperate', 'soul']"
"['you', 'are', 'imperfect', 'permanently', 'and', 'inevitably', 'flawed', 'and', 'you', 'are', 'beautiful']","['beauty', 'body-image', 'imperfections', 'self-acceptance']"
"['great', 'spirits', 'have', 'always', 'encountered', 'violent', 'opposition', 'from', 'mediocre', 'minds']","['greatness', 'opposition', 'spirit']"
"['hes', 'a', 'wallflower', 'you', 'see', 'things', 'you', 'keep', 'quiet', 'about', 'them', 'and', 'you', 'understand']",['wallflower']
"['the', 'silence', 'depressed', 'me', 'it', 'was', 'not', 'the', 'silence', 'of', 'silence', 'it', 'was', 'my', 'own', 'silence']",['depression-silence']
"['out', 'of', 'the', 'corner', 'of', 'her', 'eye', 'she', 'thought', 'she', 'saw', 'jace', 'shoot', 'her', 'a', 'look', 'of', 'white', 'rage', 'but', 'when', 'she', 'glanced', 'at', 'him', 'he', 'looked', 'as', 'he', 'always', 'did', 'easy', 'confident', 'slightly', 'boredin', 'future', 'clarissa', 'he', 'said', 'it', 'might', 'be', 'wise', 'to', 'mention', 'that', 'you', 'already', 'have', 'a', 'man', 'in', 'your', 'bed', 'to', 'avoid', 'such', 'tedious', 'situationsyou', 'invited', 'him', 'into', 'bed', 'simon', 'demanded', 'looking', 'shakenridiculous', 'is', 'not', 'it', 'said', 'jace', 'we', 'would', 'never', 'have', 'all', 'fiti', 'did', 'not', 'invite', 'him', 'into', 'bed', 'clary', 'snapped', 'we', 'were', 'just', 'kissingjust', 'kissing', 'jaces', 'tone', 'mocked', 'her', 'with', 'its', 'false', 'hurt', 'how', 'swiftly', 'you', 'dismiss', 'our', 'love']","['awkward', 'humor']"
"['we', 'are', 'all', 'atheists', 'about', 'most', 'of', 'the', 'gods', 'that', 'humanity', 'has', 'ever', 'believed', 'in', 'some', 'of', 'us', 'just', 'go', 'one', 'god', 'further']","['atheism', 'philosophy']"
"['no', 'matter', 'how', 'much', 'suffering', 'you', 'went', 'through', 'you', 'never', 'wanted', 'to', 'let', 'go', 'of', 'those', 'memories']","['letting-go', 'life', 'life-lessons', 'memories']"
"['many', 'people', 'lose', 'the', 'small', 'joys', 'in', 'the', 'hope', 'for', 'the', 'big', 'happiness']",['contentment']
"['all', 'the', 'worlds', 'a', 'stage', 'and', 'all', 'the', 'men', 'and', 'women', 'merely', 'players', 'they', 'have', 'their', 'exits', 'and', 'their', 'entrances', 'and', 'one', 'man', 'in', 'his', 'time', 'plays', 'many', 'parts', 'his', 'acts', 'being', 'seven', 'ages']",['human-condition']
"['to', 'burn', 'with', 'desire', 'and', 'keep', 'quiet', 'about', 'it', 'is', 'the', 'greatest', 'punishment', 'we', 'can', 'bring', 'on', 'ourselves']","['desire', 'punishment', 'unrequited-love']"
"['usually', 'i', 'am', 'remarkably', 'good', 'natured', 'try', 'me', 'on', 'a', 'day', 'that', 'does', 'not', 'end', 'in', 'y']","['jace', 'mortal-instruments']"
"['and', 'i', 'like', 'large', 'parties', 'theyâre', 'so', 'intimate', 'at', 'small', 'parties', 'there', 'isnât', 'any', 'privacy']",['jordan-baker']
"['and', 'so', 'it', 'goes']",['classics']
"['do', 'not', 'say', 'you', 'do', 'not', 'have', 'enough', 'time', 'you', 'have', 'exactly', 'the', 'same', 'number', 'of', 'hours', 'per', 'day', 'that', 'were', 'given', 'to', 'helen', 'keller', 'pasteur', 'michelangelo', 'mother', 'teresa', 'leonardo', 'da', 'vinci', 'thomas', 'jefferson', 'and', 'albert', 'einstein']","['inspirational', 'life']"
"['there', 'was', 'a', 'clatter', 'as', 'the', 'basilisk', 'fangs', 'cascaded', 'out', 'of', 'hermiones', 'arms', 'running', 'at', 'ron', 'she', 'flung', 'them', 'around', 'his', 'neck', 'and', 'kissed', 'him', 'full', 'on', 'the', 'mouth', 'ron', 'threw', 'away', 'the', 'fangs', 'and', 'broomstick', 'he', 'was', 'holding', 'and', 'responded', 'with', 'such', 'enthusiasm', 'that', 'he', 'lifted', 'hermione', 'off', 'her', 'feet', 'is', 'this', 'the', 'moment', 'harry', 'asked', 'weakly', 'and', 'when', 'nothing', 'happened', 'except', 'that', 'ron', 'and', 'hermione', 'gripped', 'each', 'other', 'still', 'more', 'firmly', 'and', 'swayed', 'on', 'the', 'spot', 'he', 'raised', 'his', 'voice', 'oi', 'there', 'is', 'a', 'war', 'going', 'on', 'here', 'ron', 'and', 'hermione', 'broke', 'apart', 'their', 'arms', 'still', 'around', 'each', 'other', 'i', 'know', 'mate', 'said', 'ron', 'who', 'looked', 'as', 'though', 'he', 'had', 'recently', 'been', 'hit', 'on', 'the', 'back', 'of', 'the', 'head', 'with', 'a', 'bludger', 'so', 'its', 'now', 'or', 'never', 'is', 'not', 'it', 'never', 'mind', 'that', 'what', 'about', 'the', 'horcrux', 'harry', 'shouted', 'dyou', 'think', 'you', 'could', 'just', 'just', 'hold', 'it', 'in', 'until', 'we', 'have', 'got', 'the', 'diadem', 'yeah', 'right', 'sorry', 'said', 'ron', 'and', 'he', 'and', 'hermione', 'set', 'about', 'gathering', 'up', 'fangs', 'both', 'pink', 'in', 'the', 'face']","['love', 'romance', 'war']"
"['nowadays', 'people', 'know', 'the', 'price', 'of', 'everything', 'and', 'the', 'value', 'of', 'nothing']",['cynic']
"['tell', 'your', 'heart', 'that', 'the', 'fear', 'of', 'suffering', 'is', 'worse', 'than', 'the', 'suffering', 'itself', 'and', 'that', 'no', 'heart', 'has', 'ever', 'suffered', 'when', 'it', 'goes', 'in', 'search', 'of', 'its', 'dreams', 'because', 'every', 'second', 'of', 'the', 'search', 'is', 'a', 'seconds', 'encounter', 'with', 'god', 'and', 'with', 'eternity']","['fear', 'suffering']"
"['be', 'grateful', 'for', 'what', 'you', 'already', 'have', 'while', 'you', 'pursue', 'your', 'goals', 'if', 'you', 'arenât', 'grateful', 'for', 'what', 'you', 'already', 'have', 'what', 'makes', 'you', 'think', 'you', 'would', 'be', 'happy', 'with', 'more']","['goal', 'goals', 'gratitude', 'happiness', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'leader', 'leadership', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']"
"['i', 'dream', 'my', 'painting', 'and', 'i', 'paint', 'my', 'dream']","['art', 'dreams', 'inspiration', 'painting']"
"['forever', 'is', 'composed', 'of', 'nows']","['carpe-diem', 'live-in-the-moment']"
"['once', 'you', 'have', 'tasted', 'flight', 'you', 'will', 'forever', 'walk', 'the', 'earth', 'with', 'your', 'eyes', 'turned', 'skyward', 'for', 'there', 'you', 'have', 'been', 'and', 'there', 'you', 'will', 'always', 'long', 'to', 'return']","['flight', 'flying', 'inspirational']"
"['education', 'is', 'an', 'admirable', 'thing', 'but', 'it', 'is', 'well', 'to', 'remember', 'from', 'time', 'to', 'time', 'that', 'nothing', 'that', 'is', 'worth', 'knowing', 'can', 'be', 'taught']",['education-knowledge']
"['this', 'is', 'your', 'life', 'and', 'its', 'ending', 'one', 'moment', 'at', 'a', 'time']",['life']
"['if', 'you', 'are', 'allergic', 'to', 'a', 'thing', 'it', 'is', 'best', 'not', 'to', 'put', 'that', 'thing', 'in', 'your', 'mouth', 'particularly', 'if', 'the', 'thing', 'is', 'cats']",['humor-cats-allergies']
"['people', 'are', 'more', 'difficult', 'to', 'work', 'with', 'than', 'machines', 'and', 'when', 'you', 'break', 'a', 'person', 'he', 'can', 'not', 'be', 'fixed']","['machines', 'people']"
"['the', 'thing', 'about', 'growing', 'up', 'with', 'fred', 'and', 'george', 'said', 'ginny', 'thoughtfully', 'is', 'that', 'you', 'sort', 'of', 'start', 'thinking', 'anythings', 'possible', 'if', 'you', 'have', 'got', 'enough', 'nerve']","['ginny-weasley', 'inspirational']"
"['treat', 'everyone', 'with', 'politeness', 'and', 'kindness', 'not', 'because', 'they', 'are', 'nice', 'but', 'because', 'you', 'are']","['inspiration', 'inspirational', 'inspirational-quotes', 'kind', 'kindness', 'life', 'life-quotes', 'living-life']"
"['things', 'we', 'lose', 'have', 'a', 'way', 'of', 'coming', 'back', 'to', 'us', 'in', 'the', 'end', 'if', 'not', 'always', 'in', 'the', 'way', 'we', 'expect']","['death', 'love']"
"['books', 'have', 'a', 'unique', 'way', 'of', 'stopping', 'time', 'in', 'a', 'particular', 'moment', 'and', 'saying', 'letâs', 'not', 'forget', 'this']","['books', 'time']"
"['start', 'each', 'day', 'with', 'a', 'positive', 'thought', 'and', 'a', 'grateful', 'heart']","['gratitude', 'heart', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'thoughts']"
"['believe', 'in', 'your', 'heartbelieve', 'in', 'your', 'heart', 'that', 'you', 'are', 'meant', 'to', 'live', 'a', 'life', 'full', 'of', 'passion', 'purpose', 'magic', 'and', 'miracles']","['believe', 'heart', 'inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-quotes', 'living', 'magic', 'miracles', 'optimism', 'optimistic', 'passion', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'purpose']"
"['that', 'was', 'the', 'thing', 'you', 'never', 'got', 'used', 'to', 'it', 'the', 'idea', 'of', 'someone', 'being', 'gone', 'just', 'when', 'you', 'think', 'its', 'reconciled', 'accepted', 'someone', 'points', 'it', 'out', 'to', 'you', 'and', 'it', 'just', 'hits', 'you', 'all', 'over', 'again', 'that', 'shocking']","['death', 'life']"
"['both', 'rowling', 'and', 'meyer', 'theyâre', 'speaking', 'directly', 'to', 'young', 'people', 'â', 'the', 'real', 'difference', 'is', 'that', 'jo', 'rowling', 'is', 'a', 'terrific', 'writer', 'and', 'stephenie', 'meyer', 'canât', 'write', 'worth', 'a', 'darn', 'sheâs', 'not', 'very', 'good']","['harry-potter', 'jk-rowling', 'stephenie-meyer', 'twilight']"
"['reading', 'is', 'escape', 'and', 'the', 'opposite', 'of', 'escape', 'its', 'a', 'way', 'to', 'make', 'contact', 'with', 'reality', 'after', 'a', 'day', 'of', 'making', 'things', 'up', 'and', 'its', 'a', 'way', 'of', 'making', 'contact', 'with', 'someone', 'elses', 'imagination', 'after', 'a', 'day', 'that', 'is', 'all', 'too', 'real']",['reading']
"['a', 'man', 'can', 'no', 'more', 'diminish', 'gods', 'glory', 'by', 'refusing', 'to', 'worship', 'him', 'than', 'a', 'lunatic', 'can', 'put', 'out', 'the', 'sun', 'by', 'scribbling', 'the', 'word', 'darkness', 'on', 'the', 'walls', 'of', 'his', 'cell']","['god', 'religion']"
"['never', 'close', 'your', 'lips', 'to', 'those', 'whom', 'you', 'have', 'already', 'opened', 'your', 'heart']","['kissing', 'love', 'romance']"
"['if', 'you', 'have', 'two', 'friends', 'in', 'your', 'lifetime', 'you', 'are', 'lucky', 'if', 'you', 'have', 'one', 'good', 'friend', 'you', 'are', 'more', 'than', 'lucky']","['friends', 'friendship']"
"['one', 'love', 'one', 'heart', 'one', 'destiny']","['bob-marley', 'compassion', 'destiny', 'heart', 'humanity', 'inspirational', 'love']"
"['stories', 'may', 'well', 'be', 'lies', 'but', 'they', 'are', 'good', 'lies', 'that', 'say', 'true', 'things', 'and', 'which', 'can', 'sometimes', 'pay', 'the', 'rent']",['writing']
"['if', 'you', 'gave', 'someone', 'your', 'heart', 'and', 'they', 'died', 'did', 'they', 'take', 'it', 'with', 'them', 'did', 'you', 'spend', 'the', 'rest', 'of', 'forever', 'with', 'a', 'hole', 'inside', 'you', 'that', 'could', 'not', 'be', 'filled']","['death', 'heart', 'love']"
"['i', 'was', 'within', 'and', 'without', 'simultaneously', 'enchanted', 'and', 'repelled', 'by', 'the', 'inexhaustible', 'variety', 'of', 'life']",['philosophy']
"['the', 'secret', 'of', 'health', 'for', 'both', 'mind', 'and', 'body', 'is', 'not', 'to', 'mourn', 'for', 'the', 'past', 'nor', 'to', 'worry', 'about', 'the', 'future', 'but', 'to', 'live', 'the', 'present', 'moment', 'wisely', 'and', 'earnestly']",['inspirational']
"['dance', 'when', 'you', 'are', 'broken', 'open', 'dance', 'if', 'you', 'have', 'torn', 'the', 'bandage', 'off', 'dance', 'in', 'the', 'middle', 'of', 'the', 'fighting', 'dance', 'in', 'your', 'blood', 'dance', 'when', 'you', 'are', 'perfectly', 'free']","['dance', 'inspirational']"
"['if', 'she', 'is', 'amazing', 'she', 'will', 'not', 'be', 'easy', 'if', 'she', 'is', 'easy', 'she', 'will', 'not', 'be', 'amazing', 'if', 'she', 'is', 'worth', 'it', 'you', 'will', 'not', 'give', 'up', 'if', 'you', 'give', 'up', 'you', 'are', 'not', 'worthy', 'truth', 'is', 'everybody', 'is', 'going', 'to', 'hurt', 'you', 'you', 'just', 'got', 'to', 'find', 'the', 'ones', 'worth', 'suffering', 'for']","['inspirational', 'love']"
"['the', 'greater', 'the', 'love', 'the', 'greater', 'the', 'tragedy', 'when', 'its', 'over']",['love']
"['it', 'is', 'not', 'possible', 'to', 'love', 'and', 'part', 'you', 'will', 'wish', 'that', 'it', 'was', 'you', 'can', 'transmute', 'love', 'ignore', 'it', 'muddle', 'it', 'but', 'you', 'can', 'never', 'pull', 'it', 'out', 'of', 'you', 'i', 'know', 'by', 'experience', 'that', 'the', 'poets', 'are', 'right', 'love', 'is', 'eternal']","['love', 'poets', 'romance']"
"['the', 'darker', 'the', 'night', 'the', 'brighter', 'the', 'stars', 'the', 'deeper', 'the', 'grief', 'the', 'closer', 'is', 'god']","['god', 'grief', 'night']"
"['i', 'will', 'not', 'let', 'anyone', 'walk', 'through', 'my', 'mind', 'with', 'their', 'dirty', 'feet']","['cleanliness', 'consciousness', 'corruption', 'feet', 'individuality', 'mind', 'purity']"
"['do', 'you', 'wish', 'me', 'a', 'good', 'morning', 'or', 'mean', 'that', 'it', 'is', 'a', 'good', 'morning', 'whether', 'i', 'want', 'it', 'or', 'not', 'or', 'that', 'you', 'feel', 'good', 'this', 'morning', 'or', 'that', 'it', 'is', 'a', 'morning', 'to', 'be', 'good', 'on']","['humor', 'semantics', 'suspicion']"
"['finally', 'from', 'so', 'little', 'sleeping', 'and', 'so', 'much', 'reading', 'his', 'brain', 'dried', 'up', 'and', 'he', 'went', 'completely', 'out', 'of', 'his', 'mind']","['books', 'humor', 'reading']"
"['and', 'on', 'the', 'subject', 'of', 'burning', 'books', 'i', 'want', 'to', 'congratulate', 'librarians', 'not', 'famous', 'for', 'their', 'physical', 'strength', 'or', 'their', 'powerful', 'political', 'connections', 'or', 'their', 'great', 'wealth', 'who', 'all', 'over', 'this', 'country', 'have', 'staunchly', 'resisted', 'antidemocratic', 'bullies', 'who', 'have', 'tried', 'to', 'remove', 'certain', 'books', 'from', 'their', 'shelves', 'and', 'have', 'refused', 'to', 'reveal', 'to', 'thought', 'police', 'the', 'names', 'of', 'persons', 'who', 'have', 'checked', 'out', 'those', 'titlesso', 'the', 'america', 'i', 'loved', 'still', 'exists', 'if', 'not', 'in', 'the', 'white', 'house', 'or', 'the', 'supreme', 'court', 'or', 'the', 'senate', 'or', 'the', 'house', 'of', 'representatives', 'or', 'the', 'media', 'the', 'america', 'i', 'love', 'still', 'exists', 'at', 'the', 'front', 'desks', 'of', 'our', 'public', 'libraries']","['america', 'books', 'politics']"
"['there', 'are', 'no', 'faster', 'or', 'firmer', 'friendships', 'than', 'those', 'formed', 'between', 'people', 'who', 'love', 'the', 'same', 'books']","['books', 'friendship']"
"['do', 'not', 'take', 'life', 'too', 'seriously', 'punch', 'it', 'in', 'the', 'face', 'when', 'it', 'needs', 'a', 'good', 'hit', 'laugh', 'at', 'it']",['life']
"['what', 'you', 'do', 'the', 'way', 'you', 'think', 'makes', 'you', 'beautiful']","['beauty', 'david', 'uglies', 'westerfeld']"
"['when', 'someone', 'is', 'crying', 'of', 'course', 'the', 'noble', 'thing', 'to', 'do', 'is', 'to', 'comfort', 'them', 'but', 'if', 'someone', 'is', 'trying', 'to', 'hide', 'their', 'tears', 'it', 'may', 'also', 'be', 'noble', 'to', 'pretend', 'you', 'do', 'not', 'notice', 'them']","['comfort', 'crying', 'tears']"
"['i', 'myself', 'am', 'made', 'entirely', 'of', 'flaws', 'stitched', 'together', 'with', 'good', 'intentions']","['flaws', 'individuality']"
"['no', 'amount', 'of', 'regretting', 'can', 'change', 'the', 'past', 'and', 'no', 'amount', 'of', 'worrying', 'can', 'change', 'the', 'future']","['inspiration', 'inspirational', 'inspirational-quotes', 'life', 'life-and-living', 'life-quotes', 'living-in-the-present', 'living-life', 'worry', 'worrying']"
"['the', 'road', 'goes', 'ever', 'on', 'and', 'ondown', 'from', 'the', 'door', 'where', 'it', 'begannow', 'far', 'ahead', 'the', 'road', 'has', 'goneand', 'i', 'must', 'follow', 'if', 'i', 'canpursuing', 'it', 'with', 'eager', 'feetuntil', 'it', 'joins', 'some', 'larger', 'waywhere', 'many', 'paths', 'and', 'errands', 'meetand', 'whither', 'then', 'i', 'can', 'not', 'say']",['road']
"['the', 'individual', 'has', 'always', 'had', 'to', 'struggle', 'to', 'keep', 'from', 'being', 'overwhelmed', 'by', 'the', 'tribe', 'if', 'you', 'try', 'it', 'you', 'will', 'be', 'lonely', 'often', 'and', 'sometimes', 'frightened', 'but', 'no', 'price', 'is', 'too', 'high', 'to', 'pay', 'for', 'the', 'privilege', 'of', 'owning', 'yourself']",['individuality']
"['reality', 'is', 'that', 'which', 'when', 'you', 'stop', 'believing', 'in', 'it', 'does', 'not', 'go', 'away']","['belief', 'real-life', 'reality']"
"['when', 'a', 'man', 'is', 'denied', 'the', 'right', 'to', 'live', 'the', 'life', 'he', 'believes', 'in', 'he', 'has', 'no', 'choice', 'but', 'to', 'become', 'an', 'outlaw']","['crime', 'freedom', 'oppression']"
"['we', 'have', 'to', 'continually', 'be', 'jumping', 'off', 'cliffs', 'and', 'developing', 'our', 'wings', 'on', 'the', 'way', 'down']","['creativity', 'invention', 'quip', 'wings', 'writing']"
"['confront', 'the', 'dark', 'parts', 'of', 'yourself', 'and', 'work', 'to', 'banish', 'them', 'with', 'illumination', 'and', 'forgiveness', 'your', 'willingness', 'to', 'wrestle', 'with', 'your', 'demons', 'will', 'cause', 'your', 'angels', 'to', 'sing']","['character', 'courage', 'self-assessment', 'self-esteem', 'strength']"
"['any', 'fool', 'can', 'be', 'happy', 'it', 'takes', 'a', 'man', 'with', 'real', 'heart', 'to', 'make', 'beauty', 'out', 'of', 'the', 'stuff', 'that', 'makes', 'us', 'weep']","['art', 'inspirational', 'love', 'redemption', 'sadness']"
"['always', 'do', 'sober', 'what', 'you', 'said', 'you', 'would', 'do', 'drunk', 'that', 'will', 'teach', 'you', 'to', 'keep', 'your', 'mouth', 'shut']",['drinking']
"['do', 'your', 'thing', 'and', 'do', 'not', 'care', 'if', 'they', 'like', 'it']","['bossypants', 'humor', 'self-love', 'tina-fey']"
"['acts', 'of', 'kindnessa', 'random', 'act', 'of', 'kindness', 'no', 'matter', 'how', 'small', 'can', 'make', 'a', 'tremendous', 'impact', 'on', 'someone', 'elses', 'life']","['inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'kind', 'kindness', 'life', 'life-quotes', 'living', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']"
"['so', 'be', 'sure', 'when', 'you', 'step', 'step', 'with', 'care', 'and', 'great', 'tact', 'and', 'remember', 'that', 'lifes', 'a', 'great', 'balancing', 'act', 'and', 'will', 'you', 'succeed', 'yes', 'you', 'will', 'indeed', '98', 'and', 'â¾', 'percent', 'guaranteed', 'kid', 'you', 'will', 'move', 'mountains']","['humor', 'inspirational', 'success']"
"['if', 'i', 'should', 'ever', 'die', 'god', 'forbid', 'let', 'this', 'be', 'my', 'epitaphthe', 'only', 'proof', 'he', 'neededfor', 'the', 'existence', 'of', 'godwas', 'music']","['blues', 'god', 'life', 'music']"
"['why', 'are', 'women', 'so', 'much', 'more', 'interesting', 'to', 'men', 'than', 'men', 'are', 'to', 'women']","['men', 'rescuing', 'women']"
"['i', 'do', 'things', 'like', 'get', 'in', 'a', 'taxi', 'and', 'say', 'the', 'library', 'and', 'step', 'on', 'it']","['books', 'infinite-jest']"
"['i', 'was', 'thinking', 'about', 'the', 'first', 'time', 'i', 'ever', 'saw', 'you', 'he', 'said', 'and', 'how', 'after', 'that', 'i', 'could', 'not', 'forget', 'you', 'i', 'wanted', 'to', 'but', 'i', 'could', 'not', 'stop', 'myself', 'i', 'forced', 'hodge', 'to', 'let', 'me', 'be', 'the', 'one', 'who', 'came', 'to', 'find', 'you', 'and', 'bring', 'you', 'back', 'to', 'the', 'institue', 'and', 'even', 'back', 'then', 'in', 'that', 'stupid', 'coffee', 'shop', 'when', 'i', 'saw', 'you', 'sitting', 'on', 'that', 'couch', 'with', 'simon', 'even', 'then', 'that', 'felt', 'wrong', 'to', 'me', 'i', 'should', 'have', 'been', 'the', 'one', 'sitting', 'with', 'you', 'the', 'one', 'who', 'made', 'you', 'laugh', 'like', 'that', 'i', 'could', 'not', 'get', 'rid', 'of', 'that', 'feeling', 'that', 'it', 'should', 'have', 'been', 'me', 'and', 'the', 'more', 'i', 'knew', 'you', 'the', 'more', 'i', 'felt', 'itit', 'had', 'never', 'been', 'like', 'that', 'for', 'me', 'before', 'id', 'always', 'wanted', 'a', 'girl', 'and', 'then', 'gotten', 'to', 'know', 'her', 'and', 'not', 'wanted', 'her', 'anymore', 'but', 'with', 'you', 'the', 'feeling', 'just', 'got', 'stronger', 'and', 'stronger', 'until', 'that', 'night', 'when', 'you', 'showed', 'up', 'at', 'renwicks', 'and', 'i', 'knew']","['mortal-instruments', 'teen-fantasy']"
"['and', 'so', 'with', 'the', 'sunshine', 'and', 'the', 'great', 'bursts', 'of', 'leaves', 'growing', 'on', 'the', 'trees', 'just', 'as', 'things', 'grow', 'in', 'fast', 'movies', 'i', 'had', 'that', 'familiar', 'conviction', 'that', 'life', 'was', 'beginning', 'over', 'again', 'with', 'the', 'summer']","['renewal', 'summer']"
"['a', 'book', 'must', 'be', 'the', 'axe', 'for', 'the', 'frozen', 'sea', 'within', 'us']",['books']
"['solitude', 'is', 'fine', 'but', 'you', 'need', 'someone', 'to', 'tell', 'that', 'solitude', 'is', 'fine']","['loneliness', 'society', 'solitude']"
"['if', 'you', 'are', 'lonely', 'when', 'you', 'are', 'alone', 'you', 'are', 'in', 'bad', 'company']","['loneliness', 'solitude']"
"['today', 'a', 'reader', 'tomorrow', 'a', 'leader']","['read', 'reader', 'reading']"
"['one', 'can', 'not', 'think', 'well', 'love', 'well', 'sleep', 'well', 'if', 'one', 'has', 'not', 'dined', 'well']","['food', 'love']"
"['goodbye', 'said', 'the', 'fox', 'and', 'now', 'here', 'is', 'my', 'secret', 'a', 'very', 'simple', 'secret', 'it', 'is', 'only', 'with', 'the', 'heart', 'that', 'one', 'can', 'see', 'rightly', 'what', 'is', 'essential', 'is', 'invisible', 'to', 'the', 'eye']",['most-famous-novella']
"['but', 'a', 'mermaid', 'has', 'no', 'tears', 'and', 'therefore', 'she', 'suffers', 'so', 'much', 'more']","['suffering', 'tears']"
"['is', 'standing', 'by', 'the', 'window', 'muttering', 'about', 'blood', 'something', 'he', 'does', 'all', 'the', 'time', 'asked', 'simonno', 'jace', 'said', 'sometimes', 'he', 'sits', 'on', 'the', 'couch', 'and', 'does', 'it']","['jace', 'simon']"
"['it', 'is', 'a', 'great', 'thing', 'to', 'start', 'life', 'with', 'a', 'small', 'number', 'of', 'really', 'good', 'books', 'which', 'are', 'your', 'very', 'own']","['books', 'humor']"
"['its', 'not', 'the', 'face', 'but', 'the', 'expressions', 'on', 'it', 'its', 'not', 'the', 'voice', 'but', 'what', 'you', 'say', 'its', 'not', 'how', 'you', 'look', 'in', 'that', 'body', 'but', 'the', 'thing', 'you', 'do', 'with', 'it', 'you', 'are', 'beautiful']","['inspirational', 'love']"
